member_id,prediction_date,feature_start_date,feature_end_date,label_start_date,label_end_date,status_at_prediction,past_active_days_7d,past_order_count_7d,future_active_days_7d
SYN_0244,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,disabled,1,0,0
SYN_0245,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,3,0
SYN_0246,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,6,2,0
SYN_0247,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,
SYN_0248,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,7,2,
SYN_0249,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,3,3,4
SYN_0250,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,1
SYN_0251,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,5,2,1
SYN_0252,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,1,3
SYN_0253,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,4
SYN_0254,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,0
SYN_0255,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,0,1
SYN_0256,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,6
SYN_0257,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,0
SYN_0258,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,0
SYN_0259,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,0
SYN_0260,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,0
SYN_0261,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,2
SYN_0262,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,0
SYN_0263,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,0
SYN_0264,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,3,2,0
SYN_0265,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,6,3,6
SYN_0266,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,2,7
SYN_0267,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,5,1,4
SYN_0268,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,0
SYN_0269,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,1,6
SYN_0270,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,0
SYN_0271,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,0
SYN_0272,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,0
SYN_0273,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,0,0
SYN_0274,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,3,6
SYN_0275,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,3,1,0
SYN_0276,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,4
SYN_0277,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,5,2,1
SYN_0278,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,1,3
SYN_0279,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,disabled,2,2,0
SYN_0280,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,5,0,3
SYN_0281,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,5,2,2
SYN_0282,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,disabled,0,0,0
SYN_0283,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,3,0,2
SYN_0284,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,1,0
SYN_0285,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,1,4
SYN_0286,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,7,2,1
SYN_0287,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,
SYN_0288,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,0,0,6
SYN_0289,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,2,1
SYN_0290,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,6,1,7
SYN_0291,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,disabled,6,2,0
SYN_0292,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,1,5
SYN_0293,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,disabled,1,0,0
SYN_0294,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,0
SYN_0295,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,2,1,0
SYN_0296,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,1,0,4
SYN_0297,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,7,2,6
SYN_0298,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,1,0
SYN_0299,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,2,3
SYN_0300,2026-07-01,2026-06-24,2026-06-30,2026-07-01,2026-07-07,valid,4,2,0
SYN_0001,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,0
SYN_0002,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,2
SYN_0003,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,6
SYN_0004,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0005,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0006,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,1,0
SYN_0007,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,5
SYN_0008,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,0
SYN_0009,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0010,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0011,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,0
SYN_0012,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0013,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,3,2,0
SYN_0014,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0015,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0016,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0017,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0018,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0019,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,4,1,0
SYN_0020,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,3,1
SYN_0021,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,6
SYN_0022,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,1,1,0
SYN_0023,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,1
SYN_0024,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0025,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,1
SYN_0026,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0027,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,0
SYN_0028,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,3
SYN_0029,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,6
SYN_0030,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,0
SYN_0031,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,2
SYN_0032,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0033,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,6
SYN_0034,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0035,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,5
SYN_0036,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,0
SYN_0037,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0038,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,7
SYN_0039,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,4,3
SYN_0040,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0041,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0042,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0043,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0044,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,5
SYN_0045,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,7,3,0
SYN_0046,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,0
SYN_0047,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,3
SYN_0048,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0049,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,3,0
SYN_0050,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,2,1
SYN_0051,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,4,2
SYN_0052,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0053,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0054,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0055,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0056,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,0
SYN_0057,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,5,3,0
SYN_0058,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,6,2,0
SYN_0059,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,0
SYN_0060,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0061,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,5
SYN_0062,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,1,1,0
SYN_0063,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0064,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,6,0,0
SYN_0065,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,2,1
SYN_0066,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,3,1
SYN_0067,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,3,0
SYN_0068,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0069,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0070,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,3,1,0
SYN_0071,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0072,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,0,0
SYN_0073,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,2,2
SYN_0074,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,7
SYN_0075,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,0
SYN_0076,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,1
SYN_0077,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0078,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,0
SYN_0079,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,1,6
SYN_0080,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0081,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0082,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0083,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,3
SYN_0084,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,1
SYN_0085,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,6,1,0
SYN_0086,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,6
SYN_0087,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,0
SYN_0088,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,4
SYN_0089,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,3,6
SYN_0090,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,4,6
SYN_0091,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,3,4
SYN_0092,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,3
SYN_0093,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,3,2,0
SYN_0094,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0095,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,9,4
SYN_0096,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,2,3
SYN_0097,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,5
SYN_0098,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,0
SYN_0099,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0100,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,6
SYN_0101,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,2,0,0
SYN_0102,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,0
SYN_0103,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0104,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0105,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,3,1,0
SYN_0106,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0107,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0108,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0109,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0110,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,0
SYN_0111,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,2,4
SYN_0112,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,2,0,0
SYN_0113,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,1
SYN_0114,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0115,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0116,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,0
SYN_0117,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,1,4
SYN_0118,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0119,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0120,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0121,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,2
SYN_0122,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,3,2
SYN_0123,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,4,1,0
SYN_0124,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,2
SYN_0125,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,3,1
SYN_0126,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,0,
SYN_0127,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,0
SYN_0128,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,3,0
SYN_0129,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,4
SYN_0130,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0131,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,6,7
SYN_0132,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,0
SYN_0133,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,3,1
SYN_0134,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0135,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,0
SYN_0136,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,1,5
SYN_0137,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0138,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0139,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,5
SYN_0140,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,2
SYN_0141,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,3,6
SYN_0142,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,4
SYN_0143,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,4,2,0
SYN_0144,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,3,0
SYN_0145,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,
SYN_0146,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0147,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,0
SYN_0148,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,4,7
SYN_0149,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,5
SYN_0150,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,7
SYN_0151,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,0,2
SYN_0152,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,0
SYN_0153,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,4,1
SYN_0154,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,3
SYN_0155,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,5,
SYN_0156,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0157,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,3
SYN_0158,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,3,4,0
SYN_0159,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0160,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,6
SYN_0161,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,2,7
SYN_0162,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,0,0
SYN_0163,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,
SYN_0164,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,7
SYN_0165,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,6
SYN_0166,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,2
SYN_0167,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,0
SYN_0168,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,6
SYN_0169,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0170,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,5
SYN_0171,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,3
SYN_0172,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,5
SYN_0173,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,1
SYN_0174,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0175,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,0,3
SYN_0176,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0177,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0178,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,3
SYN_0179,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0180,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0181,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,2,0,0
SYN_0182,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,
SYN_0183,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,2,4
SYN_0184,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,5,4
SYN_0185,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,1,1
SYN_0186,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,1,1,0
SYN_0187,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0188,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,1
SYN_0189,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,2
SYN_0190,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,0
SYN_0191,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0192,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,4
SYN_0193,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,4,0,0
SYN_0194,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0195,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,3,3
SYN_0196,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,4
SYN_0197,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0198,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,0
SYN_0199,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,4
SYN_0200,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,0
SYN_0201,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,1
SYN_0202,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,1,1
SYN_0203,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,1,0,0
SYN_0204,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,2,6
SYN_0205,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,3
SYN_0206,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0207,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0208,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,7
SYN_0209,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0210,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,1
SYN_0211,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,2,1
SYN_0212,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,1,1,0
SYN_0213,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,3
SYN_0214,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0215,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,5
